"","CourseTitle","Term","Faculty","CourseSection","Phase","Area","Campus","Meeting Pattern","Bids","Closing Cost","Seats Available","Total seats","Enrolled","Program","WaitList","OpenSeats","Class","InstructorOverall","Learning","Difficulty","Global","Examples","Workload","Total Responses","Number of enrollees","year","quarter","phase","course","credit","eff"
"3720","Business Analytics II","Spring 2018","Deserranno, Erika","DECS-431-0 (71)","Spring 2018 Bidding Phase I","DECS","Chicago","Thu 6:00 PM - 9:00 PM",45,0,64,65,45,"Evening",0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","DECS-431",1,NA
"3721","Business Analytics II","Spring 2018","Deserranno, Erika","DECS-431-0 (71)","Spring 2018 Bidding Phase II","DECS","Chicago","Thu 6:00 PM - 9:00 PM",3,0,21,65,3,"Evening",0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","DECS-431",1,NA
"3722","Business Analytics I","Spring 2018","Tahbaz-Salehi, Alireza","DECS-430-5 (70)","Spring 2018 Bidding Phase I","DECS","Chicago","Sat 1:30 PM - 6:15 PM",0,0,27,40,0,"Weekend",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","DECS-430",0.5,NA
"3723","Business Analytics I","Spring 2018","Tahbaz-Salehi, Alireza","DECS-430-5 (70)","Spring 2018 Bidding Phase II","DECS","Chicago","Sat 1:30 PM - 6:15 PM",0,0,27,40,0,"Weekend",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","DECS-430",0.5,NA
"3724","Business Analytics II","Spring 2018","Shmaya, Eran","DECS-431-0 (70)","Spring 2018 Bidding Phase I","DECS","Chicago","Sat 1:30 PM - 6:15 PM",1,0,32,45,1,"Weekend",0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","DECS-431",1,NA
"3725","Business Analytics II","Spring 2018","Shmaya, Eran","DECS-431-0 (70)","Spring 2018 Bidding Phase II","DECS","Chicago","Sat 1:30 PM - 6:15 PM",0,0,31,45,0,"Weekend",0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","DECS-431",1,NA
"3726","Finance I","Spring 2018","Chopra, Navin","FINC-430-0 (71)","Spring 2018 Bidding Phase I","FINC","Chicago","Wed 6:00 PM - 9:00 PM",51,0,65,65,51,"Evening",0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-430",1,NA
"3727","Finance I","Spring 2018","Chopra, Navin","FINC-430-0 (71)","Spring 2018 Bidding Phase II","FINC","Chicago","Wed 6:00 PM - 9:00 PM",2,0,17,65,2,"Evening",0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","FINC-430",1,NA
"3728","Finance II","Spring 2018","Ravina, Enrichetta","FINC-431-0 (70)","Spring 2018 Bidding Phase I","FINC","Chicago","Mon 6:00 PM - 9:00 PM",29,0,41,41,29,"Evening",0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-431",1,NA
"3729","Finance II","Spring 2018","Ravina, Enrichetta","FINC-431-0 (70)","Spring 2018 Bidding Phase II","FINC","Chicago","Mon 6:00 PM - 9:00 PM",2,0,13,41,2,"Evening",0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","FINC-431",1,NA
"3730","Financial Decisions","Spring 2018","Chopra, Navin","FINC-442-0 (70)","Spring 2018 Bidding Phase I","FINC","Chicago","Tue 6:00 PM - 9:00 PM",15,0,43,43,15,"Evening",0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-442",1,NA
"3731","Financial Decisions","Spring 2018","Chopra, Navin","FINC-442-0 (70)","Spring 2018 Bidding Phase II","FINC","Chicago","Tue 6:00 PM - 9:00 PM",1,0,28,43,1,"Evening",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","FINC-442",1,NA
"3732","Value Investing","Spring 2018","Jagannathan, Ravi","FINC-444-0 (70)","Spring 2018 Bidding Phase I","FINC","Chicago","Thu 6:00 PM - 9:00 PM",24,0,42,42,24,"Evening",0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-444",1,NA
"3733","Entrepreneurial Finance and Venture Capital","Spring 2018","Baker, Scott","FINC-445-0 (70)","Spring 2018 Bidding Phase I","FINC","Chicago","Wed 6:00 PM - 9:00 PM",22,0,43,43,22,"Evening",0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-445",1,NA
"3734","Entrepreneurial Finance and Venture Capital","Spring 2018","Baker, Scott","FINC-445-0 (70)","Spring 2018 Bidding Phase II","FINC","Chicago","Wed 6:00 PM - 9:00 PM",1,0,25,43,1,"Evening",0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","FINC-445",1,NA
"3735","Entrepreneurial Finance and Venture Capital","Spring 2018","Baker, Scott","FINC-445-0 (80)","Spring 2018 Bidding Phase I","FINC","Evanston","Thu 6:30 PM - 9:30 PM",4,0,5,5,4,"Evening",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-445",1,NA
"3736","Entrepreneurial Finance and Venture Capital","Spring 2018","Baker, Scott","FINC-445-0 (89)","Spring 2018 Bidding Phase I","FINC","Evanston","Fri 1:30 PM - 4:30 PM",2,0,4,4,2,"Evening",0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-445",1,NA
"3737","Entrepreneurial Finance and Venture Capital","Spring 2018","Baker, Scott","FINC-445-0 (89)","Spring 2018 Bidding Phase II","FINC","Evanston","Fri 1:30 PM - 4:30 PM",0,0,2,4,0,"Evening",0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","FINC-445",1,NA
"3738","Managerial Accounting","Spring 2018","Lyle, Matthew","ACCT-431-0 (62)","Spring 2018 Bidding Phase I","ACCT","Evanston","Mon/Thu 1:30 PM - 3:00 PM",52,0,65,65,52,"Full-Time",0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","ACCT-431",1,NA
"3739","Managerial Accounting","Spring 2018","Lyle, Matthew","ACCT-431-0 (62)","Spring 2018 Bidding Phase II","ACCT","Evanston","Mon/Thu 1:30 PM - 3:00 PM",12,0,15,65,14,"Full-Time",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","ACCT-431",1,NA
"3740","Financial Reporting and Analysis","Spring 2018","Finn, Mark","ACCT-451-0 (61)","Spring 2018 Bidding Phase I","ACCT","Evanston","Tue/Fri 8:30 AM - 10:00 AM",25,0,50,50,25,"Full-Time",0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","ACCT-451",1,NA
"3741","Financial Reporting and Analysis","Spring 2018","Finn, Mark","ACCT-451-0 (61)","Spring 2018 Bidding Phase II","ACCT","Evanston","Tue/Fri 8:30 AM - 10:00 AM",4,0,28,50,4,"Full-Time",0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","ACCT-451",1,NA
"3742","Financial Reporting and Analysis","Spring 2018","Finn, Mark","ACCT-451-0 (62)","Spring 2018 Bidding Phase I","ACCT","Evanston","Tue/Fri 10:30 AM - 12:00 PM",24,0,49,50,24,"Full-Time",0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","ACCT-451",1,NA
"3743","Financial Reporting and Analysis","Spring 2018","Finn, Mark","ACCT-451-0 (62)","Spring 2018 Bidding Phase II","ACCT","Evanston","Tue/Fri 10:30 AM - 12:00 PM",9,0,25,50,9,"Full-Time",0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","ACCT-451",1,NA
"3744","Global Financial Management and Reporting","Spring 2018","Finn, Mark","ACCT-457-5 (81)","Spring 2018 Bidding Phase I","ACCT","Evanston","Wed 6:30 PM - 9:30 PM",32,0,55,55,32,"Full-Time",0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","ACCT-457",0.5,NA
"3745","Global Financial Management and Reporting","Spring 2018","Finn, Mark","ACCT-457-5 (81)","Spring 2018 Bidding Phase II","ACCT","Evanston","Wed 6:30 PM - 9:30 PM",15,0,24,55,15,"Full-Time",0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","ACCT-457",0.5,NA
"3746","Sustainability Reporting and Analysis","Spring 2018","Finn, Mark","ACCT-459-5 (81)","Spring 2018 Bidding Phase I","ACCT","Evanston","Wed 6:30 PM - 9:30 PM",12,0,55,55,12,"Full-Time",0,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","ACCT-459",0.5,NA
"3747","Sustainability Reporting and Analysis","Spring 2018","Finn, Mark","ACCT-459-5 (81)","Spring 2018 Bidding Phase II","ACCT","Evanston","Wed 6:30 PM - 9:30 PM",4,0,43,55,4,"Full-Time",0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","ACCT-459",0.5,NA
"3748","Managerial Accounting","Spring 2018","Lyle, Matthew","ACCT-431-0 (70)","Spring 2018 Bidding Phase I","ACCT","Chicago","Mon 6:00 PM - 9:00 PM",0,0,8,8,0,"Weekend",0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","ACCT-431",1,NA
"3749","Managerial Accounting","Spring 2018","Lyle, Matthew","ACCT-431-0 (70)","Spring 2018 Bidding Phase II","ACCT","Chicago","Mon 6:00 PM - 9:00 PM",0,0,8,8,0,"Weekend",0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","ACCT-431",1,NA
"3750","Regulation of Competitive Strategies","Spring 2018","McCareins, Mark","BLAW-437-0 (80)","Spring 2018 Bidding Phase I","BLAW","Evanston","Mon 6:30 PM - 9:30 PM",1,0,4,4,1,"Evening",0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","BLAW-437",1,NA
"3751","Regulation of Competitive Strategies","Spring 2018","McCareins, Mark","BLAW-437-0 (80)","Spring 2018 Bidding Phase II","BLAW","Evanston","Mon 6:30 PM - 9:30 PM",1,0,4,4,1,"Evening",0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","BLAW-437",1,NA
"3752","International Finance","Spring 2018","Andersen, Torben","FINC-470-0 (70)","Spring 2018 Bidding Phase I","FINC","Chicago","Sat 1:30 PM - 4:30 PM",5,0,15,15,5,"Evening",0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-470",1,NA
"3753","International Finance","Spring 2018","Andersen, Torben","FINC-470-0 (70)","Spring 2018 Bidding Phase II","FINC","Chicago","Sat 1:30 PM - 4:30 PM",1,0,11,15,1,"Evening",0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","FINC-470",1,NA
"3754","Macroeconomic Policy and Global Capital Markets","Spring 2018","Crouzet, Nicolas","FINC-473-0 (70)","Spring 2018 Bidding Phase I","FINC","Chicago","Tue 6:00 PM - 9:00 PM",15,0,57,57,15,"Evening",0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-473",1,NA
"3755","Wall Street, Hedge Funds and Private Equity","Spring 2018","Stowell, David","FINC-931-0 (81)","Spring 2018 Bidding Phase I","FINC","Evanston","Tue 6:30 PM - 9:30 PM",1,0,10,10,1,"Evening",0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-931",1,NA
"3756","Wall Street, Hedge Funds and Private Equity","Spring 2018","Stowell, David","FINC-931-0 (81)","Spring 2018 Bidding Phase II","FINC","Evanston","Tue 6:30 PM - 9:30 PM",1,0,9,10,1,"Evening",0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","FINC-931",1,NA
"3757","Financial Modeling for Leveraged Buyout Transactions","Spring 2018","Saraiya, Chirag","FINC-940-5 (80)","Spring 2018 Bidding Phase I","FINC","Evanston","Tue 3:15 PM - 6:15 PM",1,0,4,4,1,"Evening",0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-940",0.5,NA
"3758","Financial Modeling for Leveraged Buyout Transactions","Spring 2018","Saraiya, Chirag","FINC-940-5 (80)","Spring 2018 Bidding Phase II","FINC","Evanston","Tue 3:15 PM - 6:15 PM",0,0,3,4,0,"Evening",0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","FINC-940",0.5,NA
"3759","Financial Modeling for Leveraged Buyout Transactions","Spring 2018","Saraiya, Chirag","FINC-940-5 (81)","Spring 2018 Bidding Phase I","FINC","Evanston","Tue 6:30 PM - 9:30 PM",6,0,8,8,6,"Evening",0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-940",0.5,NA
"3760","Financial Modeling for Leveraged Buyout Transactions","Spring 2018","Saraiya, Chirag","FINC-940-5 (81)","Spring 2018 Bidding Phase II","FINC","Evanston","Tue 6:30 PM - 9:30 PM",0,0,2,8,0,"Evening",0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","FINC-940",0.5,NA
"3761","Finance II","Spring 2018","Mezzanotti, Filippo","FINC-431-0 (61)","Spring 2018 Bidding Phase I","FINC","Evanston","Tue/Fri 8:30 AM - 10:00 AM",48,0,50,50,50,"Full-Time",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-431",1,NA
"3762","The Economics of Energy Markets","Winter 2018","Busse, Meghan","STRT-958-5 (30)","Winter 2018 Bidding Phase II","STRT","Chicago","Mon 6:00 PM - 9:00 PM",0,0,0,2,0,"Weekend",0,0,5,5.5,5.3,5.5,5.4,5.6,3.7,24,26,2018,"Winter","II","STRT-958",0.5,0
"3763","Finance II","Spring 2018","Ravina, Enrichetta","FINC-431-0 (63)","Spring 2018 Bidding Phase I","FINC","Evanston","Mon/Thu 8:30 AM - 10:00 AM",11,0,50,50,11,"Full-Time",0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-431",1,NA
"3764","Finance II","Spring 2018","Ravina, Enrichetta","FINC-431-0 (63)","Spring 2018 Bidding Phase II","FINC","Evanston","Mon/Thu 8:30 AM - 10:00 AM",7,0,40,50,9,"Full-Time",0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","FINC-431",1,NA
"3765","Finance II","Spring 2018","Ravina, Enrichetta","FINC-431-0 (64)","Spring 2018 Bidding Phase I","FINC","Evanston","Mon/Thu 10:30 AM - 12:00 PM",41,0,50,50,41,"Full-Time",0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-431",1,NA
"3766","Financial Decisions","Spring 2018","Fishman, Michael","FINC-442-0 (61)","Spring 2018 Bidding Phase I","FINC","Evanston","Mon/Thu 8:30 AM - 10:00 AM",25,0,50,50,50,"Full-Time",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-442",1,NA
"3767","Mergers and Acquisitions, LBOs and Corporate Restructuring","Spring 2018","Liberti, Jose Maria","FINC-448-0 (80)","Spring 2018 Bidding Phase II","FINC","Evanston","Tue 6:30 PM - 9:30 PM",0,0,0,5,0,"Evening",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","FINC-448",1,NA
"3768","Applied Real Estate Finance and Investments","Spring 2018","Furfine, Craig","FINC-455-0 (80)","Spring 2018 Bidding Phase I","FINC","Evanston","Tue 6:30 PM - 9:30 PM",11,0,12,12,11,"Evening",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-455",1,NA
"3769","Financial Decisions","Spring 2018","Chopra, Navin","FINC-442-0 (63)","Spring 2018 Bidding Phase I","FINC","Evanston","Tue/Fri 1:30 PM - 3:00 PM",25,0,50,50,25,"Full-Time",0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-442",1,NA
"3770","Financial Decisions","Spring 2018","Chopra, Navin","FINC-442-0 (63)","Spring 2018 Bidding Phase II","FINC","Evanston","Tue/Fri 1:30 PM - 3:00 PM",5,0,28,50,5,"Full-Time",0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","FINC-442",1,NA
"3771","Mergers and Acquisitions, LBOs and Corporate Restructuring","Spring 2018","Liberti, Jose Maria","FINC-448-0 (80)","Spring 2018 Bidding Phase II","FINC","Evanston","Tue 6:30 PM - 9:30 PM",0,0,0,37,0,"Full-Time",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","FINC-448",1,NA
"3772","Real Estate Finance and Investments","Spring 2018","Furfine, Craig","FINC-454-0 (61)","Spring 2018 Bidding Phase I","FINC","Evanston","Tue/Fri 1:30 PM - 3:00 PM",41,0,65,65,41,"Full-Time",0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-454",1,NA
"3773","Real Estate Finance and Investments","Spring 2018","Furfine, Craig","FINC-454-0 (61)","Spring 2018 Bidding Phase II","FINC","Evanston","Tue/Fri 1:30 PM - 3:00 PM",19,0,25,65,19,"Full-Time",0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","FINC-454",1,NA
"3774","Applied Real Estate Finance and Investments","Spring 2018","Furfine, Craig","FINC-455-0 (80)","Spring 2018 Bidding Phase I","FINC","Evanston","Tue 6:30 PM - 9:30 PM",28,0,50,50,28,"Full-Time",0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-455",1,NA
"3775","Applied Real Estate Finance and Investments","Spring 2018","Furfine, Craig","FINC-455-0 (80)","Spring 2018 Bidding Phase II","FINC","Evanston","Tue 6:30 PM - 9:30 PM",3,0,24,50,3,"Full-Time",0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","FINC-455",1,NA
"3776","Derivative Markets I","Spring 2018","Todorov, Viktor","FINC-465-0 (61)","Spring 2018 Bidding Phase I","FINC","Evanston","Mon/Thu 10:30 AM - 12:00 PM",20,0,65,65,20,"Full-Time",0,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-465",1,NA
"3777","Derivative Markets I","Spring 2018","Todorov, Viktor","FINC-465-0 (61)","Spring 2018 Bidding Phase II","FINC","Evanston","Mon/Thu 10:30 AM - 12:00 PM",8,0,45,65,8,"Full-Time",0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","FINC-465",1,NA
"3778","International Finance","Spring 2018","Andersen, Torben","FINC-470-0 (61)","Spring 2018 Bidding Phase I","FINC","Evanston","Mon/Thu 3:30 PM - 5:00 PM",18,0,64,65,18,"Full-Time",0,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-470",1,NA
"3779","International Finance","Spring 2018","Andersen, Torben","FINC-470-0 (61)","Spring 2018 Bidding Phase II","FINC","Evanston","Mon/Thu 3:30 PM - 5:00 PM",4,0,48,65,4,"Full-Time",0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","FINC-470",1,NA
"3780","Macroeconomic Policy and Global Capital Markets","Spring 2018","Crouzet, Nicolas","FINC-473-0 (61)","Spring 2018 Bidding Phase I","FINC","Evanston","Tue 1:30 PM - 4:30 PM",32,0,49,50,32,"Full-Time",0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-473",1,NA
"3781","Macroeconomic Policy and Global Capital Markets","Spring 2018","Crouzet, Nicolas","FINC-473-0 (61)","Spring 2018 Bidding Phase II","FINC","Evanston","Tue 1:30 PM - 4:30 PM",30,0,35,65,30,"Full-Time",0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","FINC-473",1,NA
"3782","Macroeconomic Policy and Global Capital Markets","Spring 2018","Crouzet, Nicolas","FINC-473-0 (62)","Spring 2018 Bidding Phase I","FINC","Evanston","Mon 6:30 PM - 9:30 PM",15,0,65,65,15,"Full-Time",0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-473",1,NA
"3783","Macroeconomic Policy and Global Capital Markets","Spring 2018","Crouzet, Nicolas","FINC-473-0 (62)","Spring 2018 Bidding Phase II","FINC","Evanston","Mon 6:30 PM - 9:30 PM",13,0,51,65,13,"Full-Time",0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","FINC-473",1,NA
"3784","Wall Street, Hedge Funds and Private Equity","Spring 2018","Stowell, David","FINC-931-0 (81)","Spring 2018 Bidding Phase I","FINC","Evanston","Tue 6:30 PM - 9:30 PM",18,0,54,55,18,"Full-Time",0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-931",1,NA
"3785","Wall Street, Hedge Funds and Private Equity","Spring 2018","Stowell, David","FINC-931-0 (81)","Spring 2018 Bidding Phase II","FINC","Evanston","Tue 6:30 PM - 9:30 PM",14,0,37,55,14,"Full-Time",0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","FINC-931",1,NA
"3786","Human and Machine Intelligence","Spring 2018","Pah, Adam","KACI-950-5 (62)","Spring 2018 Bidding Phase I","KACI","Evanston","Mon/Thu 8:30 AM - 10:00 AM",25,0,63,65,26,"Full-Time",0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","KACI-950",0.5,NA
"3787","Personal Leadership Insights","Spring 2018","Murnane, Kevin","KACI-461-5 (91)","Spring 2018 Bidding Phase I","KACI","Evanston","Tue 6:30 PM - 8:00 PM",5,0,12,12,5,"Full-Time",0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","KACI-461",0.5,NA
"3788","Health Analytics","Spring 2018","Unknown","HEMA-940-5 (X81)","Spring 2018 Bidding Phase I","HEMA","Evanston",NA,4,0,55,55,4,"Full-Time",0,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","HEMA-940",0.5,NA
"3789","Health Analytics","Spring 2018","Unknown","HEMA-940-5 (X81)","Spring 2018 Bidding Phase II","HEMA","Evanston",NA,2,0,51,55,2,"Full-Time",0,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","HEMA-940",0.5,NA
"3790","Financial Modeling for Leveraged Buyout Transactions","Spring 2018","Saraiya, Chirag","FINC-940-5 (80)","Spring 2018 Bidding Phase II","FINC","Evanston","Tue 3:15 PM - 6:15 PM",0,0,0,59,0,"Full-Time",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","FINC-940",0.5,NA
"3791","Financial Modeling for Leveraged Buyout Transactions","Spring 2018","Saraiya, Chirag","FINC-940-5 (81)","Spring 2018 Bidding Phase I","FINC","Evanston","Tue 6:30 PM - 9:30 PM",30,0,57,57,48,"Full-Time",0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-940",0.5,NA
"3792","Selling Yourself and Your Ideas","Spring 2018","Muchin, Suzanne","KACI-940-0 (70)","Spring 2018 Bidding Phase I","KACI","Chicago","Thu 6:00 PM - 9:00 PM",28,0,55,55,28,"Evening",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","KACI-940",1,NA
"3793","Selling Yourself and Your Ideas","Spring 2018","Muchin, Suzanne","KACI-940-0 (70)","Spring 2018 Bidding Phase II","KACI","Chicago","Thu 6:00 PM - 9:00 PM",7,0,32,55,7,"Evening",0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","KACI-940",1,NA
"3794","Human and Machine Intelligence","Spring 2018","Pah, Adam","KACI-950-5 (70)","Spring 2018 Bidding Phase I","KACI","Chicago","Wed 6:00 PM - 9:00 PM",21,0,55,55,21,"Evening",0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","KACI-950",0.5,NA
"3795","Human and Machine Intelligence","Spring 2018","Pah, Adam","KACI-950-5 (70)","Spring 2018 Bidding Phase II","KACI","Chicago","Wed 6:00 PM - 9:00 PM",4,0,34,55,4,"Evening",0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","KACI-950",0.5,NA
"3796","Personal Leadership Insights","Spring 2018","Carroll, Shana","KACI-461-5 (60)","Spring 2018 Bidding Phase I","KACI","Evanston","Thu 10:30 AM - 12:00 PM",11,0,12,12,11,"Full-Time",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","KACI-461",0.5,NA
"3797","Personal Leadership Insights","Spring 2018","Carroll, Shana","KACI-461-5 (61)","Spring 2018 Bidding Phase I","KACI","Evanston","Thu 3:30 PM - 5:00 PM",5,0,12,12,5,"Full-Time",0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","KACI-461",0.5,NA
"3798","Entrepreneurial Finance and Venture Capital","Spring 2018","Baker, Scott","FINC-445-0 (89)","Spring 2018 Bidding Phase I","FINC","Evanston","Fri 1:30 PM - 4:30 PM",22,0,42,42,26,"Full-Time",0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-445",1,NA
"3799","Entrepreneurial Finance and Venture Capital","Spring 2018","Baker, Scott","FINC-445-0 (89)","Spring 2018 Bidding Phase II","FINC","Evanston","Fri 1:30 PM - 4:30 PM",9,0,17,42,9,"Full-Time",0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","FINC-445",1,NA
"3800","Transformation of the US Healthcare Delivery System","Spring 2018","Ziskind, Andrew","HEMA-924-5 (81)","Spring 2018 Bidding Phase I","HEMA","Evanston","Thu 6:30 PM - 9:30 PM",16,0,55,55,16,"Full-Time",0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","HEMA-924",0.5,NA
"3801","Transformation of the US Healthcare Delivery System","Spring 2018","Ziskind, Andrew","HEMA-924-5 (81)","Spring 2018 Bidding Phase II","HEMA","Evanston","Thu 6:30 PM - 9:30 PM",4,0,39,55,4,"Full-Time",0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","HEMA-924",0.5,NA
"3802","Pharmaceutical Strategy","Spring 2018","Kyle, Margaret","HEMA-931-5 (81)","Spring 2018 Bidding Phase I","HEMA","Evanston","Tue 6:30 PM - 9:30 PM",18,0,55,55,18,"Full-Time",0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","HEMA-931",0.5,NA
"3803","Pharmaceutical Strategy","Spring 2018","Kyle, Margaret","HEMA-931-5 (81)","Spring 2018 Bidding Phase II","HEMA","Evanston","Tue 6:30 PM - 9:30 PM",9,0,39,55,9,"Full-Time",0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","II","HEMA-931",0.5,NA
"3804","Strategy and Execution for a Successful Healthcare Delivery System","Spring 2018","Weinstein, James","HEMA-935-5 (81)","Spring 2018 Bidding Phase I","HEMA","Evanston","Mon 6:30 PM - 9:30 PM",36,0,55,55,36,"Full-Time",0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","HEMA-935",0.5,NA
"3805","Finance II","Spring 2018","Ravina, Enrichetta","FINC-431-0 (70)","Spring 2018 Bidding Phase I","FINC","Chicago","Mon 6:00 PM - 9:00 PM",3,0,7,7,3,"Weekend",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"Spring","I","FINC-431",1,NA
